data,بدون_تشكيل,tag,المحذوف,root,تصنيف_الجذر
الْجَنَّةَ,الجنه,اسم,الْجَنَّةَ,لجن,جذر
,ولا,حرف,وَلَا,,
يُظْلَمُونَ,يظلمون,,,ظلم,جذر
,None,اسم,شَيْئًا,,
جَنَّاتِ,جنات,,,,
,None,اسم,عَدْنٍ,,
الَّتِي,,اسم,الَّتِي,,
,وعد,فعل,,,
الرَّحْمَٰنُ,,اسم,الرَّحْمَٰنُ,لحم,جذر
عِبَادَهُ,عباده,,,بده,جذر
بِالْغَيْبِ,بالغيب,,,بغي,جذر
إِنَّهُ,انه,,,,
,كان,فعل,,,
وَعْدُهُ,وعده,,,وده,جذر
,None,اسم,مَأْتِيًّا,,
,لا,حرف,لَا,,
يَسْمَعُونَ,يسمعون,,,عون,جذر
,فيها,حرف_جر,فِيهَا,,
,None,اسم,لَغْوًا,,
,الا,حرف,إِلَّا,,
,None,اسم,سَلَامًا,,
,ولهم,حرف_جر,وَلَهُمْ,,
,رزقهم,اسم,رِزْقُهُمْ,,
,فيها,حرف_جر,فِيهَا,,
,None,اسم,بُكْرَةً,,
,None,اسم,وَعَشِيًّا,,
تِلْكَ,,اسم,تلك,,
الْجَنَّةُ,الجنه,اسم,الْجَنَّةُ,لجن,جذر
الَّتِي,,اسم,الَّتِي,,
نُورِثُ,نورث,,,نور,جذر
,,فعل,مِنْ,,
عِبَادِنَا,عبادنا,,,بدن,جذر
,,فعل,مَنْ,,
,كان,فعل,,,
,None,اسم,تَقِيًّا,,
,وما,حرف,وَمَا,,
نَتَنَزَّلُ,نتنزل,,,نتل,جذر
,الا,حرف,إِلَّا,,
بِأَمْرِ,بامر,,,,
رَبِّكَ,ربك,,,ربك,جذر
,له,حرف_جر,لَهُ,,
مَا,,اسم,ما,,
بَيْنَ,,اسم,بين,بين,جذر
أَيْدِينَا,ايدينا,,,يدي,جذر
,وما,حرف,وَمَا,,
خَلْفَنَا,خلفنا,,,خلف,جذر
,وما,حرف,وَمَا,,
بَيْنَ,,اسم,بين,بين,جذر
ذَٰلِكَ,,اسم,ذلك,,
,وما,حرف,وَمَا,,
,كان,فعل,,,
رَبُّكَ,ربك,,,ربك,جذر
,None,اسم,نَسِيًّا,,
رَبُّ,رب,,,,
السَّمَاوَاتِ,السماوات,اسم,السَّمَاوَاتِ,لسم,جذر
وَالْأَرْضِ,والارض,,,ورض,جذر
,وما,حرف,وَمَا,,
بَيْنَهُمَا,بينهما,,,بين,جذر
فَاعْبُدْهُ,فاعبده,,,بده,جذر
وَاصْطَبِرْ,واصطبر,,,صبر,جذر
لِعِبَادَتِهِ,لعبادته,,,بده,جذر
,,فعل,هَلْ,,
تَعْلَمُ,تعلم,,,تعل,جذر
,له,حرف_جر,لَهُ,,
,None,اسم,سَمِيًّا,,
وَيَقُولُ,ويقول,,,قول,جذر
الْإِنْسَانُ,الانسان,اسم,الْإِنْسَانُ,لسن,جذر
,ااذا,حرف,أَإِذَا,,
مَا,,اسم,ما,,
مِتُّ,مت,,,,
لَسَوْفَ,لسوف,,,لوف,جذر
أُخْرَجُ,اخرج,,,خرج,جذر
,None,اسم,حَيًّا,,
أَوَلَا,اولا,,,,
يَذْكُرُ,يذكر,,,ذكر,جذر
الْإِنْسَانُ,الانسان,اسم,الْإِنْسَانُ,لسن,جذر
أَنَّا,,اسم,انا,,
خَلَقْنَاهُ,خلقناه,,,لقن,جذر
,,فعل,مِنْ,,
,قبل,حرف,قَبْلُ,,
,ولم,حرف,وَلَمْ,,
يَكُ,يك,,,,
,None,اسم,شَيْئًا,,
فَوَرَبِّكَ,فوربك,,,فرك,جذر
لَنَحْشُرَنَّهُمْ,لنحشرنهم,,,حرم,جذر
وَالشَّيَاطِينَ,والشياطين,,,شطن,جذر
ثُمَّ,,اسم,ثم,,
لَنُحْضِرَنَّهُمْ,لنحضرنهم,,,حرم,جذر
حَوْلَ,حول,,,حول,جذر
جَهَنَّمَ,,اسم,جهنم,جهم,جذر
,None,اسم,جِثِيًّا,,
ثُمَّ,,اسم,ثم,,
لَنَنْزِعَنَّ,لننزعن,,,لزن,جذر
,,فعل,مِنْ,,
كُلِّ,كل,,,,
,None,اسم,شِيعَةٍ,,
أَيُّهُمْ,ايهم,,,يهم,جذر
أَشَدُّ,اشد,,,,
,علي,حرف_جر,عَلَى,,
الرَّحْمَٰنِ,,اسم,الرَّحْمَٰنِ,لحم,جذر
,None,اسم,عِتِيًّا,,
ثُمَّ,,اسم,ثم,,
لَنَحْنُ,لنحن,,,لحن,جذر
أَعْلَمُ,اعلم,,,علم,جذر
بِالَّذِينَ,,اسم,بالذين,بلي,جذر
هُمْ,,اسم,هم,,
أَوْلَىٰ,,اسم,اولي,,
,بها,حرف_جر,بِهَا,,
,None,اسم,صِلِيًّا,,
,وان,حرف,وَإِنْ,,
,منكم,حرف_جر,مِنْكُمْ,,
,الا,اسم,إِلَّا,,
وَارِدُهَا,واردها,,,وده,جذر
,كان,فعل,,,
,علي,حرف_جر,عَلَىٰ,,
,ربك,اسم,رَبِّكَ,,
,None,اسم,حَتْمًا,,
,None,اسم,مَقْضِيًّا,,
ثُمَّ,,اسم,ثم,,
نُنَجِّي,ننجي,,,,
الَّذِينَ,,اسم,الَّذِينَ,لذي,جذر
اتَّقَوْا,اتقوا,,,,
وَنَذَرُ,ونذر,,,نذر,جذر
الظَّالِمِينَ,الظالمين,اسم,الظَّالِمِينَ,ظلم,جذر
,فيها,حرف_جر,فِيهَا,,
,None,اسم,جِثِيًّا,,
وَإِذَا,واذا,,,,
تُتْلَىٰ,تتلي,,,,
,عليهم,حرف_جر,عَلَيْهِمْ,,
,اياتنا,اسم,آيَاتُنَا,,
,None,اسم,بَيِّنَاتٍ,,
,قال,فعل,,,
الَّذِينَ,,اسم,الَّذِينَ,لذي,جذر
كَفَرُوا,كفروا,,,كرو,جذر
لِلَّذِينَ,,اسم,للذين,لذي,جذر
آمَنُوا,امنوا,,,منو,جذر
أَيُّ,,اسم,اي,,
الْفَرِيقَيْنِ,الفريقين,اسم,الْفَرِيقَيْنِ,فرق,جذر
,None,اسم,خَيْرٌ,,
,None,اسم,مَقَامًا,,
وَأَحْسَنُ,واحسن,,,حسن,جذر
,None,اسم,نَدِيًّا,,
وَكَمْ,وكم,,,وكم,جذر
أَهْلَكْنَا,اهلكنا,,,لكن,جذر
قَبْلَهُمْ,قبلهم,,,بلم,جذر
,,فعل,مِنْ,,
,None,اسم,قَرْنٍ,,
هُمْ,,اسم,هم,,
أَحْسَنُ,احسن,,,حسن,جذر
,None,اسم,أَثَاثًا,,
,None,اسم,وَرِئْيًا,,
,قل,فعل,قُلْ,,
,,فعل,مَنْ,,
,كان,فعل,,,
,في,حرف_جر,فِي,,
,الضلاله,اسم,الضَّلَالَةِ,,
فَلْيَمْدُدْ,فليمدد,,,فدد,جذر
,له,حرف_جر,لَهُ,,
الرَّحْمَٰنُ,,اسم,الرَّحْمَٰنُ,لحم,جذر
,None,اسم,مَدًّا,,
,حتي,حرف_جر,حَتَّىٰ,,
,اذا,اسم,إِذَا,,
رَأَوْا,راوا,,,,
مَا,,اسم,ما,,
يُوعَدُونَ,يوعدون,,,عدن,جذر
إِمَّا,اما,,,,
الْعَذَابَ,العذاب,اسم,الْعَذَابَ,عذب,جذر
وَإِمَّا,واما,,,,
السَّاعَةَ,,اسم,السَّاعَةَ,لسع,جذر
فَسَيَعْلَمُونَ,فسيعلمون,,,علم,جذر
,,فعل,مَنْ,,
هُوَ,,اسم,هو,,
,None,اسم,شَرٌّ,,
,None,اسم,مَكَانًا,,
وَأَضْعَفُ,واضعف,,,ضعف,جذر
,None,اسم,جُنْدًا,,
وَيَزِيدُ,ويزيد,,,وزي,جذر
اللَّهُ,,اسم,اللَّهُ,,
الَّذِينَ,,اسم,الَّذِينَ,لذي,جذر
اهْتَدَوْا,اهتدوا,,,هتو,جذر
هُدًى,هدي,,,,
وَالْبَاقِيَاتُ,والباقيات,,,بقت,جذر
الصَّالِحَاتُ,الصالحات,اسم,الصَّالِحَاتُ,صلت,جذر
,None,اسم,خَيْرٌ,,
عِنْدَ,,اسم,عند,عند,جذر
رَبِّكَ,ربك,,,ربك,جذر
,None,اسم,ثَوَابًا,,
,None,اسم,وَخَيْرٌ,,
,None,اسم,مَرَدًّا,,
أَفَرَأَيْتَ,افرايت,,,فرت,جذر
الَّذِي,,اسم,الَّذِي,لذي,جذر
,كفر,فعل,,,
بِآيَاتِنَا,باياتنا,,,بيت,جذر
وَقَالَ,وقال,,,وقل,جذر
لَأُوتَيَنَّ,لاوتين,,,لوت,جذر
,None,اسم,مَالًا,,
,None,اسم,وَوَلَدًا,,
أَطَّلَعَ,اطلع,,,طلع,جذر
الْغَيْبَ,الغيب,اسم,الْغَيْبَ,غيب,جذر
أَمِ,ام,,,,
اتَّخَذَ,اتخذ,,,تخذ,جذر
عِنْدَ,,اسم,عند,عند,جذر
الرَّحْمَٰنِ,,اسم,الرَّحْمَٰنِ,لحم,جذر
,None,اسم,عَهْدًا,,
,كلا,حرف,كَلَّا,,
سَنَكْتُبُ,سنكتب,,,كتب,جذر
مَا,,اسم,ما,,
,يقول,فعل,,,
وَنَمُدُّ,ونمد,,,ومد,جذر
,له,حرف_جر,لَهُ,,
مِنَ,,اسم,من,,
الْعَذَابِ,العذاب,اسم,الْعَذَابِ,عذب,جذر
,None,اسم,مَدًّا,,
وَنَرِثُهُ,ونرثه,,,ورث,جذر
مَا,,اسم,ما,,
,يقول,فعل,,,
وَيَأْتِينَا,وياتينا,,,وتن,جذر
,None,اسم,فَرْدًا,,
وَاتَّخَذُوا,واتخذوا,,,تخذ,جذر
,,فعل,مِنْ,,
دُونِ,,اسم,دون,دون,جذر
اللَّهِ,,اسم,اللَّهِ,,
,None,اسم,آلِهَةً,,
لِيَكُونُوا,ليكونوا,,,كنو,جذر
,لهم,حرف_جر,لَهُمْ,,
,None,اسم,عِزًّا,,
,كلا,حرف,كَلَّا,,
سَيَكْفُرُونَ,سيكفرون,,,كرو,جذر
بِعِبَادَتِهِمْ,بعبادتهم,,,بده,جذر
وَيَكُونُونَ,ويكونون,,,كنن,جذر
,عليهم,حرف_جر,عَلَيْهِمْ,,
,None,اسم,ضِدًّا,,
أَلَمْ,الم,,,,
تَرَ,تر,,,,
أَنَّا,,اسم,انا,,
أَرْسَلْنَا,ارسلنا,,,رسل,جذر
الشَّيَاطِينَ,الشياطين,اسم,الشَّيَاطِينَ,شطن,جذر
,علي,حرف_جر,عَلَى,,
,الكافرين,اسم,الْكَافِرِينَ,,
تَؤُزُّهُمْ,توزهم,,,تهم,جذر
,None,اسم,أَزًّا,,
,فلا,حرف,فَلَا,,
تَعْجَلْ,تعجل,,,تعل,جذر
,عليهم,حرف_جر,عَلَيْهِمْ,,
,انما,اسم,إِنَّمَا,,
نَعُدُّ,نعد,,,,
,لهم,حرف_جر,لَهُمْ,,
,None,اسم,عَدًّا,,
يَوْمَ,يوم,,,,
نَحْشُرُ,نحشر,,,حشر,جذر
الْمُتَّقِينَ,المتقين,اسم,الْمُتَّقِينَ,قين,جذر
,الي,حرف_جر,إِلَى,,
الرَّحْمَٰنِ,,اسم,الرَّحْمَٰنِ,لحم,جذر
,None,اسم,وَفْدًا,,
وَنَسُوقُ,ونسوق,,,نسق,جذر
الْمُجْرِمِينَ,المجرمين,اسم,الْمُجْرِمِينَ,جرم,جذر
إِلَىٰ,الي,,,,
جَهَنَّمَ,,اسم,جهنم,جهم,جذر
,None,اسم,وِرْدًا,,
,لا,حرف,لَا,,
يَمْلِكُونَ,يملكون,,,كون,جذر
الشَّفَاعَةَ,الشفاعه,اسم,الشَّفَاعَةَ,شفع,جذر
,الا,حرف,إِلَّا,,
مَنِ,,اسم,من,,
اتَّخَذَ,اتخذ,,,تخذ,جذر
عِنْدَ,,اسم,عند,عند,جذر
الرَّحْمَٰنِ,,اسم,الرَّحْمَٰنِ,لحم,جذر
,None,اسم,عَهْدًا,,
وَقَالُوا,وقالوا,,,قلو,جذر
اتَّخَذَ,اتخذ,,,تخذ,جذر
الرَّحْمَٰنُ,,اسم,الرَّحْمَٰنُ,لحم,جذر
,None,اسم,وَلَدًا,,
,لقد,حرف,لَقَدْ,,
جِئْتُمْ,جيتم,,,,
,None,اسم,شَيْئًا,,
,None,اسم,إِدًّا,,
تَكَادُ,تكاد,,,,
السَّمَاوَاتُ,السماوات,اسم,السَّمَاوَاتُ,لسم,جذر
يَتَفَطَّرْنَ,يتفطرن,,,تفن,جذر
,منه,حرف_جر,مِنْهُ,,
,وتنشق,اسم,وَتَنْشَقُّ,,
الْأَرْضُ,الارض,اسم,الْأَرْضُ,,
وَتَخِرُّ,وتخر,,,وتخ,جذر
الْجِبَالُ,الجبال,اسم,الْجِبَالُ,جبل,جذر
,None,اسم,هَدًّا,,
,ان,حرف,أَنْ,,
دَعَوْا,دعوا,,,دعو,جذر
لِلرَّحْمَٰنِ,للرحمن,,,لحم,جذر
,None,اسم,وَلَدًا,,
,وما,حرف,وَمَا,,
يَنْبَغِي,ينبغي,,,بغي,جذر
لِلرَّحْمَٰنِ,للرحمن,,,لحم,جذر
,ان,حرف,أَنْ,,
يَتَّخِذَ,يتخذ,,,تخذ,جذر
,None,اسم,وَلَدًا,,
,ان,حرف,إِنْ,,
كُلُّ,كل,,,,
,,فعل,مَنْ,,
,في,حرف_جر,فِي,,
,السماوات,اسم,السَّمَاوَاتِ,,
وَالْأَرْضِ,والارض,,,ورض,جذر
,الا,حرف,إِلَّا,,
آتِي,اتي,,,,
الرَّحْمَٰنِ,,اسم,الرَّحْمَٰنِ,لحم,جذر
,None,اسم,عَبْدًا,,
,لقد,حرف,لَقَدْ,,
أَحْصَاهُمْ,احصاهم,,,حصم,جذر
وَعَدَّهُمْ,وعدهم,,,عدم,جذر
,None,اسم,عَدًّا,,
وَكُلُّهُمْ,وكلهم,,,كلم,جذر
آتِيهِ,اتيه,,,تيه,جذر
يَوْمَ,يوم,,,,
الْقِيَامَةِ,القيامه,اسم,الْقِيَامَةِ,لقم,جذر
,None,اسم,فَرْدًا,,
,ان,حرف,إِنَّ,,
الَّذِينَ,,اسم,الَّذِينَ,لذي,جذر
آمَنُوا,امنوا,,,منو,جذر
وَعَمِلُوا,وعملوا,,,علو,جذر
الصَّالِحَاتِ,الصالحات,اسم,الصَّالِحَاتِ,صلت,جذر
سَيَجْعَلُ,سيجعل,,,جعل,جذر
لَهُمُ,لهم,,,لهم,جذر
الرَّحْمَٰنُ,,اسم,الرَّحْمَٰنُ,لحم,جذر
,None,اسم,وُدًّا,,
,فانما,حرف,فَإِنَّمَا,,
يَسَّرْنَاهُ,يسرناه,,,يسر,جذر
بِلِسَانِكَ,بلسانك,,,بلك,جذر
لِتُبَشِّرَ,لتبشر,,,بشر,جذر
,به,حرف_جر,بِهِ,,
,المتقين,اسم,الْمُتَّقِينَ,,
وَتُنْذِرَ,وتنذر,,,نذر,جذر
,به,حرف_جر,بِهِ,,
,None,اسم,قَوْمًا,,
,None,اسم,لُدًّا,,
وَكَمْ,وكم,,,وكم,جذر
أَهْلَكْنَا,اهلكنا,,,لكن,جذر
قَبْلَهُمْ,قبلهم,,,بلم,جذر
,,فعل,مِنْ,,
,None,اسم,قَرْنٍ,,
,,فعل,هَلْ,,
تُحِسُّ,تحس,,,,
,منهم,حرف_جر,مِنْهُمْ,,
,,فعل,مِنْ,,
,None,اسم,أَحَدٍ,,
,او,حرف,أَوْ,,
تَسْمَعُ,تسمع,,,تسع,جذر
,لهم,حرف_جر,لَهُمْ,,
,None,اسم,رِكْزًا,,
بِسْمِ,بسم,,,بسم,جذر
اللَّهِ,,اسم,اللَّهِ,,
الرَّحْمَٰنِ,,اسم,الرَّحْمَٰنِ,لحم,جذر
الرَّحِيمِ,,اسم,الرَّحِيمِ,لحم,جذر
طه,طه,,,,
مَا,,اسم,ما,,
أَنْزَلْنَا,انزلنا,,,نزل,جذر
عَلَيْكَ,,اسم,عليك,علك,جذر
الْقُرْآنَ,القران,اسم,الْقُرْآنَ,قرن,جذر
لِتَشْقَىٰ,لتشقي,,,,
,الا,حرف,إِلَّا,,
,None,اسم,تَذْكِرَةً,,
,لمن,حرف_جر,لِمَنْ,,
,يخشي,اسم,يَخْشَىٰ,,
,None,اسم,تَنْزِيلًا,,
,ممن,حرف_جر,مِمَّنْ,,
,خلق,اسم,خَلَقَ,,
الْأَرْضَ,الارض,اسم,الْأَرْضَ,,
وَالسَّمَاوَاتِ,والسماوات,,,لسم,جذر
الْعُلَى,,اسم,الْعُلَى,,
الرَّحْمَٰنُ,,اسم,الرَّحْمَٰنُ,لحم,جذر
,علي,حرف_جر,عَلَى,,
,العرش,اسم,الْعَرْشِ,,
اسْتَوَىٰ,استوي,,,,
,له,حرف_جر,لَهُ,,
مَا,,اسم,ما,,
,في,حرف_جر,فِي,,
,السماوات,اسم,السَّمَاوَاتِ,,
,وما,حرف,وَمَا,,
,في,حرف_جر,فِي,,
,الارض,اسم,الْأَرْضِ,,
,وما,حرف,وَمَا,,
بَيْنَهُمَا,بينهما,,,بين,جذر
,وما,حرف,وَمَا,,
تَحْتَ,,اسم,تحت,,
الثَّرَىٰ,الثري,اسم,الثَّرَىٰ,,
,وان,حرف,وَإِنْ,,
تَجْهَرْ,تجهر,,,تجر,جذر
بِالْقَوْلِ,بالقول,,,بقل,جذر
فَإِنَّهُ,فانه,,,,
يَعْلَمُ,يعلم,,,علم,جذر
السِّرَّ,السر,اسم,السِّرَّ,,
وَأَخْفَى,واخفي,,,وخف,جذر
اللَّهُ,,اسم,اللَّهُ,,
,لا,حرف,لَا,,
إِلَٰهَ,اله,,,,
,الا,حرف,إِلَّا,,
هُوَ,,اسم,هو,,
,له,حرف_جر,لَهُ,,
,الاسماء,اسم,الْأَسْمَاءُ,,
الْحُسْنَىٰ,الحسني,اسم,الْحُسْنَىٰ,حسن,جذر
وَهَلْ,وهل,,,وهل,جذر
أَتَاكَ,اتاك,,,,
حَدِيثُ,حديث,,,حدث,جذر
مُوسَىٰ,,اسم,موسي,,
,اذ,حرف,إِذْ,,
رَأَىٰ,راي,,,,
,None,اسم,نَارًا,,
فَقَالَ,فقال,,,,
لِأَهْلِهِ,لاهله,,,لهه,جذر
امْكُثُوا,امكثوا,,,مكث,جذر
إِنِّي,,اسم,اني,,
آنَسْتُ,انست,,,,
,None,اسم,نَارًا,,
لَعَلِّي,لعلي,,,علي,جذر
آتِيكُمْ,اتيكم,,,تيك,جذر
,منها,حرف_جر,مِنْهَا,,
,None,اسم,بِقَبَسٍ,,
,او,حرف,أَوْ,,
أَجِدُ,اجد,,,,
,علي,حرف_جر,عَلَى,,
,النار,اسم,النَّارِ,,
هُدًى,هدي,,,,
,فلما,حرف,فَلَمَّا,,
أَتَاهَا,اتاها,,,,
نُودِيَ,نودي,,,نود,جذر
,يا,حرف,يَا,,
مُوسَىٰ,,اسم,موسي,,
إِنِّي,,اسم,اني,,
أَنَا,,اسم,انا,,
رَبُّكَ,ربك,,,ربك,جذر
فَاخْلَعْ,فاخلع,,,فلع,جذر
نَعْلَيْكَ,نعليك,,,علك,جذر
إِنَّكَ,انك,,,,
بِالْوَادِ,بالواد,,,بلد,جذر
الْمُقَدَّسِ,المقدس,اسم,الْمُقَدَّسِ,قدس,جذر
طُوًى,طوي,,,,
وَأَنَا,وانا,,,,
اخْتَرْتُكَ,اخترتك,,,ترك,جذر
فَاسْتَمِعْ,فاستمع,,,سمع,جذر
لِمَا,لما,,,,
يُوحَىٰ,يوحي,,,,
إِنَّنِي,انني,,,,
أَنَا,,اسم,انا,,
اللَّهُ,,اسم,اللَّهُ,,
,لا,حرف,لَا,,
إِلَٰهَ,اله,,,,
,الا,حرف,إِلَّا,,
أَنَا,,اسم,انا,,
فَاعْبُدْنِي,فاعبدني,,,بدن,جذر
وَأَقِمِ,واقم,,,وقم,جذر
الصَّلَاةَ,,اسم,الصَّلَاةَ,,
لِذِكْرِي,لذكري,,,كري,جذر
,ان,حرف,إِنَّ,,
السَّاعَةَ,,اسم,السَّاعَةَ,لسع,جذر
,None,اسم,آتِيَةٌ,,
أَكَادُ,اكاد,,,,
أُخْفِيهَا,اخفيها,,,خفي,جذر
لِتُجْزَىٰ,لتجزي,,,لتز,جذر
كُلُّ,كل,,,,
,None,اسم,نَفْسٍ,,
,بما,حرف_جر,بِمَا,,
,تسعي,اسم,تَسْعَىٰ,,
,فلا,حرف,فَلَا,,
يَصُدَّنَّكَ,يصدنك,,,,
,عنها,حرف_جر,عَنْهَا,,
,,فعل,مَنْ,,
,لا,حرف,لَا,,
يُؤْمِنُ,يومن,,,يمن,جذر
,بها,حرف_جر,بِهَا,,
,واتبع,اسم,وَاتَّبَعَ,,
هَوَاهُ,هواه,,,,
فَتَرْدَىٰ,فتردي,,,فتر,جذر
,وما,حرف,وَمَا,,
تِلْكَ,,اسم,تلك,,
بِيَمِينِكَ,بيمينك,,,بين,جذر
,يا,حرف,يَا,,
مُوسَىٰ,,اسم,موسي,,
,قال,فعل,,,
هِيَ,,اسم,هي,,
عَصَايَ,عصاي,,,عصي,جذر
أَتَوَكَّأُ,اتوكا,,,,
,عليها,حرف_جر,عَلَيْهَا,,
,واهش,اسم,وَأَهُشُّ,,
,بها,حرف_جر,بِهَا,,
,علي,اسم,عَلَىٰ,,
غَنَمِي,غنمي,,,غمي,جذر
,ولي,فعل,,,
,فيها,حرف_جر,فِيهَا,,
,مارب,اسم,مَآرِبُ,,
أُخْرَىٰ,اخري,,,,
,قال,فعل,,,
أَلْقِهَا,القها,,,,
,يا,حرف,يَا,,
مُوسَىٰ,,اسم,موسي,,
فَأَلْقَاهَا,فالقاها,,,فقه,جذر
فَإِذَا,فاذا,,,,
هِيَ,,اسم,هي,,
,None,اسم,حَيَّةٌ,,
تَسْعَىٰ,تسعي,,,تسع,جذر
,قال,فعل,,,
خُذْهَا,خذها,,,,
,ولا,حرف,وَلَا,,
تَخَفْ,تخف,,,,
سَنُعِيدُهَا,سنعيدها,,,عيه,جذر
سِيرَتَهَا,سيرتها,,,سته,جذر
الْأُولَىٰ,الاولي,اسم,الْأُولَىٰ,,
وَاضْمُمْ,واضمم,,,ضمم,جذر
يَدَكَ,يدك,,,,
إِلَىٰ,الي,,,,
جَنَاحِكَ,جناحك,,,جنح,جذر
تَخْرُجْ,تخرج,,,ترج,جذر
بَيْضَاءَ,بيضاء,,,بيض,جذر
,,فعل,مِنْ,,
غَيْرِ,غير,,,غير,جذر
,None,اسم,سُوءٍ,,
,None,اسم,آيَةً,,
أُخْرَىٰ,اخري,,,,
لِنُرِيَكَ,لنريك,,,نيك,جذر
,,فعل,مِنْ,,
آيَاتِنَا,اياتنا,,,يتن,جذر
الْكُبْرَى,الكبري,اسم,الْكُبْرَى,كبر,جذر
,اذهب,فعل,اذْهَبْ,,
إِلَىٰ,الي,,,,
فِرْعَوْنَ,,اسم,فرعون,عون,جذر
إِنَّهُ,انه,,,,
طَغَىٰ,طغي,,,,
,قال,فعل,,,
رَبِّ,رب,,,,
,اشرح,فعل,اشْرَحْ,,
,لي,حرف_جر,لِي,,
,صدري,اسم,صَدْرِي,,
وَيَسِّرْ,ويسر,,,يسر,جذر
,لي,حرف_جر,لِي,,
,امري,اسم,أَمْرِي,,
وَاحْلُلْ,واحلل,,,حلل,جذر
,None,اسم,عُقْدَةً,,
,,فعل,مِنْ,,
لِسَانِي,لساني,,,لسن,جذر
يَفْقَهُوا,يفقهوا,,,فقه,جذر
قَوْلِي,قولي,,,قلي,جذر
وَاجْعَلْ,واجعل,,,جعل,جذر
,لي,حرف_جر,لِي,,
,None,اسم,وَزِيرًا,,
,,فعل,مِنْ,,
أَهْلِي,اهلي,,,,
هَارُونَ,,اسم,هارون,هرو,جذر
أَخِي,اخي,,,,
,اشدد,فعل,اشْدُدْ,,
,به,حرف_جر,بِهِ,,
,ازري,اسم,أَزْرِي,,
وَأَشْرِكْهُ,واشركه,,,شرك,جذر
,في,حرف_جر,فِي,,
,امري,اسم,أَمْرِي,,
,كي,حرف_جر,كَيْ,,
,نسبحك,اسم,نُسَبِّحَكَ,,
,None,اسم,كَثِيرًا,,
وَنَذْكُرَكَ,ونذكرك,,,نذر,جذر
,None,اسم,كَثِيرًا,,
إِنَّكَ,انك,,,,
كُنْتَ,كنت,,,كنت,جذر
,بنا,حرف_جر,بِنَا,,
,None,اسم,بَصِيرًا,,
,قال,فعل,,,
,قد,حرف,قَدْ,,
أُوتِيتَ,اوتيت,,,,
سُؤْلَكَ,سولك,,,سلك,جذر
,يا,حرف,يَا,,
مُوسَىٰ,,اسم,موسي,,
وَلَقَدْ,ولقد,,,وقد,جذر
مَنَنَّا,مننا,,,منن,جذر
عَلَيْكَ,,اسم,عليك,علك,جذر
,None,اسم,مَرَّةً,,
أُخْرَىٰ,اخري,,,,
,اذ,حرف,إِذْ,,
أَوْحَيْنَا,اوحينا,,,حين,جذر
إِلَىٰ,الي,,,,
أُمِّكَ,امك,,,,
مَا,,اسم,ما,,
يُوحَىٰ,يوحي,,,,
أَنِ,ان,,,,
اقْذِفِيهِ,اقذفيه,,,قذف,جذر
,في,حرف_جر,فِي,,
,التابوت,اسم,التَّابُوتِ,,
فَاقْذِفِيهِ,فاقذفيه,,,فقه,جذر
,في,حرف_جر,فِي,,
,اليم,اسم,الْيَمِّ,,
فَلْيُلْقِهِ,فليلقه,,,فقه,جذر
الْيَمُّ,اليم,اسم,الْيَمُّ,,
بِالسَّاحِلِ,بالساحل,,,بسل,جذر
يَأْخُذْهُ,ياخذه,,,,
,None,اسم,عَدُوٌّ,,
,لي,حرف_جر,لِي,,
,None,اسم,وَعَدُوٌّ,,
,له,حرف_جر,لَهُ,,
,والقيت,اسم,وَأَلْقَيْتُ,,
عَلَيْكَ,,اسم,عليك,علك,جذر
,None,اسم,مَحَبَّةً,,
,مني,حرف_جر,مِنِّي,,
,ولتصنع,اسم,وَلِتُصْنَعَ,,
,علي,حرف_جر,عَلَىٰ,,
,عيني,اسم,عَيْنِي,,
,اذ,حرف,إِذْ,,
تَمْشِي,تمشي,,,تمش,جذر
أُخْتُكَ,اختك,,,,
فَتَقُولُ,فتقول,,,تول,جذر
,,فعل,هَلْ,,
أَدُلُّكُمْ,ادلكم,,,لكم,جذر
,علي,حرف_جر,عَلَىٰ,,
,,فعل,مَنْ,,
يَكْفُلُهُ,يكفله,,,كفل,جذر
فَرَجَعْنَاكَ,فرجعناك,,,عنك,جذر
إِلَىٰ,الي,,,,
أُمِّكَ,امك,,,,
,كي,حرف_جر,كَيْ,,
,تقر,اسم,تَقَرَّ,,
عَيْنُهَا,عينها,,,عين,جذر
,ولا,حرف,وَلَا,,
تَحْزَنَ,تحزن,,,حزن,جذر
وَقَتَلْتَ,وقتلت,,,قتت,جذر
,None,اسم,نَفْسًا,,
فَنَجَّيْنَاكَ,فنجيناك,,,فجي,جذر
مِنَ,,اسم,من,,
الْغَمِّ,الغم,اسم,الْغَمِّ,لغم,جذر
وَفَتَنَّاكَ,وفتناك,,,فتك,جذر
,None,اسم,فُتُونًا,,
فَلَبِثْتَ,فلبثت,,,فلت,جذر
سِنِينَ,سنين,,,سنن,جذر
,في,حرف_جر,فِي,,
,اهل,اسم,أَهْلِ,,
مَدْيَنَ,,اسم,مدين,مدن,جذر
ثُمَّ,,اسم,ثم,,
جِئْتَ,جيت,,,,
,علي,حرف_جر,عَلَىٰ,,
,None,اسم,قَدَرٍ,,
,يا,حرف,يَا,,
مُوسَىٰ,,اسم,موسي,,
وَاصْطَنَعْتُكَ,واصطنعتك,,,صنع,جذر
لِنَفْسِي,لنفسي,,,نسي,جذر
,اذهب,فعل,اذْهَبْ,,
أَنْتَ,,اسم,انت,,
وَأَخُوكَ,واخوك,,,,
